qd_min2	Minimo non valido. Inserisci il minimo desiderato:
qd_min3	Il minimo deve essere maggiore o uguale a 1. Riprovare:
qd_min4	Minimo non valido, deve essere inferiore o uguale a 254. Riprovare:
qd_max1	Inserisci un numero massimo inclusivo maggiore del minimo, fino a 255. Per un lancio della moneta inserisci 2 e assegna le code ad esso:
qd_max2	Massimo non valido. Inserisci il massimo desiderato:
qd_max3	Il massimo deve essere maggiore di 1. Riprovare:
qd_max4	Valore massimo non valido, deve essere inferiore o uguale a 255. Riprovare:
qd_minmax	Il minimo ({0}) deve essere inferiore al massimo ({1}). Impostandolo su {2}.
qd_rolling	Rotolamento ...
qd_results	Risultato: {0} [{1},{2}]. Rotolare di nuovo?
qd_onlyyess	Sì o No, nient'altro.
err_no_entropy_fetch	Impossibile recuperare nuovi dati casuali.
err_qrng_service_failed	Il servizio non ha restituito dati casuali.
err_qrng_error	Siamo spiacenti, si è verificato un errore nell'acquisizione dell'entropia quantistica necessaria per la randomizzazione. Prova più tardi.
scan_choose_kind	Scegli il tipo di scansione:
scan_invalid_action	Questa non è una scansione valida.
scan_attractor	Scansione Attrattore
scan_void	Scansione Vuota
scan_anomaly	Scansione Anomalia
scan_pair	Coppia di scansione
scan_sesson_inplace	La tua sessione di scansione è già in corso.
tr_did_you_visit	Hai visitato o ti sei avvicinato al punto e desideri fare un rapporto di viaggio?
tr_yes_sans_report	Sì senza report
tr_yes_report	Sì e segnala!
tr_invalid_choice	Questa non è una scelta valida.
tr_set_intent_q	Hai fissato un intento?
tr_enter_intent	Qual era il tuo intento?
tr_hope_had_fun	Spero che tu abbia fatto un viaggio divertente!
tr_collect_artifacts_q	Hai collezionato artefatti?
tr_wow_and_astounding_q	Il tuo viaggio è stato \"strabiliante e sorprendente!\"?
tr_meaningfulness_q	Valuta la significatività del tuo viaggio (o inserisci la tua parola):
tr_enriching	Arricchimento
tr_meaningful	Significativo
tr_casual	Casuale
tr_meaningless	senza senso
tr_emotional_q	Valuta il fattore emotivo (o inserisci la tua parola):
tr_dopamine_hit	Colpo di dopamina
tr_inspirational	Inspirational
tr_plain	pianura
tr_anxious	Ansioso
tr_despair	Disperazione
tr_dread	terrore
tr_importance_q	Valuta l'importanza (o inserisci la tua parola):
tr_lifechanging	Cambio vita
tr_influential	Influente
tr_ordinary	Ordinario
tr_waste_time	Perdita di tempo
tr_strangeness_q	Valuta la stranezza (o inserisci la tua parola):
tr_woowooweird	Woo-woo strano
tr_strange	Strano
tr_normal	Normale
tr_nothing	Niente
tr_synchronicity_q	Valuta il fattore di sincronizzazione (o inserisci la tua parola):
tr_dirk_gently	Dirk delicatamente
tr_mind_blowing	Mente-blowing
tr_somewhat	piuttosto
tr_boredom	La noia
tr_wanna_upload_photos_q	Vuoi caricare qualche foto?
tr_upload_photos_now	Carica tutte le foto che hai scattato ora. Inviali tutti in una volta poiché l'invio è limitato a un messaggio.
tr_not_valid_upload	Questo non è un caricamento valido.
tr_error_photo_upload	Spiacenti, si è verificato un errore durante il caricamento della tua foto.
tr_photo_uploads_temp_disabled	I caricamenti di foto sono temporaneamente disabilitati mentre cambiamo alcune cose, scusate!
tr_write_report	Infine, scrivi il tuo rapporto. La digitazione del rapporto è limitata all'invio in un messaggio.
tr_tweet	Tweet il tuo rapporto!
tr_thanks	Grazie per la segnalazione!
welcome_back	Bentornato a Randonautica!
dont_forgot_send_loc	Non dimenticare di inviare la posizione corrente.
iap_invalid_receipt	Ricevuta di acquisto non valida: {0}. Ti verrà segnalato.
iap_maps_pack_enabled	Componente aggiuntivo Maps Pack abilitato.
iap_search_water_points_enabled	Posiziona il componente aggiuntivo Cerca e salta Water Points Pack abilitato. Imposta la tua posizione digitando \"search <nome o indirizzo luogo>\".
iap_everything_enabled	Il componente aggiuntivo Everything Pack abilitato. Imposta la tua posizione digitando \"search <nome o indirizzo luogo>\".
iap_all_disabled	Tutti i componenti aggiuntivi disabilitati.
iap_no_purchases	Non hai cronologia acquisti.
iap_buy	ACQUISTARE
iap_enable	ABILITARE
iap_maps_pack	Pacchetto mappe
iap_maps_pack_desc	Anteprima in-app di mappe e strade
iap_search_water_points	Cerca posto + Salta pacchetto acqua
iap_search_water_points_desc	Cerca per nome dei luoghi e salta i punti d'acqua
iap_everything_pack	Cerca posto + Salta pacchetto acqua
iap_everything_pack_desc	Mappe + Ricerca posizione + Skip Water Packs
iap_enabling...	Abilitazione della funzione ...
iap_thanks_enabling	Grazie. Abilitazione ora ...
sending_location	Invio della tua posizione ...
connecting_bot	Connessione al bot ...
sending_entropy	Invio entropia ...
dl_x_remaining	Al momento hai {0} punti. 1 punto viene consumato ogni volta che si genera una posizione. Il saldo verrà ricaricato gratuitamente fino a un massimo di {1} punti ogni giorno in cui apri l'app.
dl_x_tokens	Al momento hai {0} punti.
dl_no_tokens	Non hai più punti rimasti. Ricarica dal menu Componenti aggiuntivi o attendi 24 ore per la ricarica gratuita.
iap_added_x_points	Aggiunti {0} punti. Ora hai {1}.
iap_infinite_points_enabled	Punti infiniti abilitati.
iap_20km_radius_extended	Raggio massimo di ricerca esteso a 20 km.
iap_add_20_t	Aggiungi 20 punti
iap_add_20_d	Ti dà altri 20 punti
iap_add_60_t	Aggiungi 60 punti
iap_add_60_d	Ti dà 60 punti in più
iap_20km_r_t	Estendi il raggio a 20 km
iap_20km_r_d	Estende il raggio di ricerca a 20 km
iap_everything_t	Pack tutto
iap_everything_d	Tutti i pacchetti + punti infiniti
iap_infinnypoints_t	Punti infiniti
iap_infinnypoints_d	Trova un numero illimitato di posizioni
pro_tips_1	Pro Tips
pro_tips_2	Randonaut with a positive mindset!
pro_tips_3	Bring a trash bag to help the environment.
pro_tips_4	If you normally wouldn’t adventure alone, go with a friend or group.
pro_tips_5	Randonauting is best done as a daytime activity.
pro_tips_6	Always Randonaut with a charged phone.
pro_tips_7	Use situational awareness.
pro_tips_8	Be respectful of property owners. Never trespass.
pro_tips_9	Obey all quarantine, curfew and social distancing regulations in your area.
pro_tips_10	Do not go into dangerous areas.
