agree_to_terms_q	Êtes-vous d'accord avec les conditions d'utilisation et la politique de confidentialité, et d'être un Randonaut bien comporté(e) ?
toc_dontagree	Non
toc_doagree	Je suis d'accord
toc_shame	C'est une honte. Tant d'aventures aléatoires vous attendent.
toc_invalid_answer	Ce n'est pas une réponse valide. {0}
qd_min1	Entrez un nombre minimum supérieur ou égal à 1. Pour un tirage au sort, entrez 1 et attribuez-lui au "face". 
qd_min2	Minimum non valide. Entrez le minimum souhaité:
qd_min3	Le minimum doit être supérieur ou égal à 1. Réessayez:
qd_min4	Minimum non valide, doit être inférieur ou égal à 254. Réessayez:
qd_max1	Entrez un nombre maximum supérieur au minimum, jusqu'à 255. Pour un tirage au sort, entrez 2 et attribuez-lui au "pile" :
qd_max2	Maximum non valide. Entrez le maximum souhaité:
qd_max3	Le maximum doit être supérieur à 1. Réessayez:
qd_max4	Maximum non valide, doit être inférieur ou égal à 255. Réessayez:
qd_minmax	Le minimum ({0}) doit être inférieur au maximum ({1}). Réglez-le sur {2}.
qd_rolling	Roulant...
qd_results	Résultat: {0} [{1}, {2}]. Rouler à nouveau?
qd_onlyyess	Oui ou non, rien d'autre.
err_no_entropy_fetch	Impossible de récupérer de nouvelles données aléatoires.
err_qrng_service_failed	Le service n'a pas renvoyé de données aléatoires.
err_qrng_error	Désolé, il y avait une erreur de source d'entropie quantique nécessaire pour randomiser. Essayez un peu plus tard.
scan_choose_kind	Choisissez le type de scan:
scan_invalid_action	Ce n'est pas un scan valide.
scan_attractor	Scan Attracteur
scan_void	Scan Vide
scan_anomaly	Scan Anomalie
scan_pair	Scan Paire
scan_sesson_inplace	Votre session de scan est déjà en cours.
tr_did_you_visit	Avez-vous visité ou approché le point et souhaitez-vous faire un rapport de voyage?
tr_yes_sans_report	Oui sans rapport
tr_yes_report	Oui avec rapport!
tr_invalid_choice	Ce n'est pas un choix valide.
tr_set_intent_q	Avez-vous défini une intention?
tr_enter_intent	Quelle était votre intention?
tr_hope_had_fun	On espère que vous avez passé un bon voyage!
tr_collect_artifacts_q	Avez-vous collecté des objets trouvés?
tr_wow_and_astounding_q	Votre voyage a-t-il été "impressionnant et incroyable! \"?
tr_meaningfulness_q	Évaluez le sens de votre voyage (ou entrez votre propre mot):
tr_enriching	Enrichissant
tr_meaningful	Significatif
tr_casual	Décontractée
tr_meaningless	Sans signification
tr_emotional_q	Évaluez le facteur émotionnel (ou entrez votre propre mot):
tr_dopamine_hit	Coup de dopamine
tr_inspirational	Inspirant
tr_plain	Ordinaire 
tr_anxious	Anxieux
tr_despair	Désespoir
tr_dread	Crainte
tr_importance_q	Évaluez l'importance (ou entrez votre propre mot):
tr_lifechanging	Changement de vie
tr_influential	Influent
tr_ordinary	Ordinaire
tr_waste_time	Perte de temps
tr_strangeness_q	Évaluez l'étrangeté (ou entrez votre propre mot):
tr_woowooweird	Woo-woo bizarre
tr_strange	Étrange
tr_normal	Ordinaire
tr_nothing	Rien
tr_synchronicity_q	Évaluez le facteur de synchronisme (ou entrez votre propre mot):
tr_dirk_gently	Dirk Gently
tr_mind_blowing	Époustouflant
tr_somewhat	Quelque peu
tr_boredom	Ennui
tr_wanna_upload_photos_q	Voulez-vous télécharger des photos?
tr_upload_photos_now	Téléchargez toutes les photos que vous avez prises maintenant. Envoyez-les toutes en même temps, car l'envoi est limité à un seul message.
tr_not_valid_upload	Ce n'est pas un téléchargement valide.
tr_error_photo_upload	Désolé, une erreur s'est produite lors du téléchargement de votre photo.
tr_photo_uploads_temp_disabled	Les téléchargements de photos sont temporairement désactivés pendant que nous changeons certaines choses, désolé!
tr_write_report	Enfin, rédigez votre rapport. La saisie de votre rapport se limite à l'envoi dans un seul message.
tr_tweet	Tweetez votre rapport!
tr_thanks	Merci pour le rapport!
welcome_back	Bienvenue à Randonautica!
dont_forgot_send_loc	N'oubliez pas d'envoyer votre position actuelle.
iap_invalid_receipt	Reçu d'achat non valide: {0}. Vous serez signalé.
iap_maps_pack_enabled	Module complémentaire Pack Cartes activé.
iap_search_water_points_enabled	Les Add-ons Rechercher et Ignorer des points d'eau sont activés. Définissez votre emplacement en tapant \ "rechercher <nom ou adresse du lieu> \".
iap_everything_enabled	Le module complémentaire Pack Tout est activé. Définissez votre emplacement en tapant \ "rechercher <nom ou adresse du lieu> \".
iap_all_disabled	Tous les Add-ons sont désactivés.
iap_no_purchases	Vous n'avez aucun historique d'achat.
iap_buy	ACHETER
iap_enable	ACTIVER
iap_maps_pack	Pack Cartes
iap_maps_pack_desc	Aperçu des cartes et des rues dans l'application
iap_search_water_points	Cherche lieu + Saute de l'eau
iap_search_water_points_desc	Chercher par nom de lieu, sauter points d'eau
iap_everything_pack	Le Pack Tout
iap_everything_pack_desc	Cartes + Recherche d'emplacement + Ignorer des points d'eau
iap_enabling...	Activation de la fonction...
iap_thanks_enabling	Merci. Activation maintenant...
sending_location	Envoi de votre position...
connecting_bot	Connexion au bot...
sending_entropy	Envoi de l'entropie...
dl_x_remaining	Vous avez actuellement {0} points. 1 point est utilisé à chaque fois que vous générez un emplacement. Votre solde sera rechargé gratuitement jusqu'à un maximum de {1} points chaque jour où vous ouvrez l'application.
dl_x_tokens	Vous avez actuellement {0} points.
dl_no_tokens	Il ne vous reste plus de points. Veuillez recharger à partir du menu des Add-ons ou attendez 24 heures pour votre recharge gratuite.
iap_added_x_points	Ajout de {0} points. Vous en avez maintenant {1}.
iap_infinite_points_enabled	Points infinis activé.
iap_20km_radius_extended	Rayon de recherche maximal étendu à 20 km.
iap_add_20_t	Ajouter 20 points
iap_add_20_d	Vous donne 20 points de plus
iap_add_60_t	Ajouter 60 points
iap_add_60_d	Vous donne 60 points de plus
iap_20km_r_t	Étendez le rayon à 20 km
iap_20km_r_d	Étend le rayon de recherche à 20 km
iap_everything_t	Le Pack Tout
iap_everything_d	Tous les packs + points infinis
iap_infinnypoints_t	Points infinis
iap_infinnypoints_d	Trouvez un nombre illimité d'emplacements
dont_tresspass	Si ce point est sur de la propriété privée, NE PÉNÉTREZ PAS ILLÉGALEMENT! N'entrez jamais aux lieux dangereux comme des voies ferrées, des zones interdits, etc. N'entrez pas aux propriétés abandonnées. Suivez les lois et les régulations locaux et fédéraux. Soyez respectueux, responsable, et gardez une mentalité positive à tout moment lorsque vous Randonautez.
pro_tips_1	Pro Tips
pro_tips_2	Randonaut with a positive mindset!
pro_tips_3	Bring a trash bag to help the environment.
pro_tips_4	If you normally wouldn’t adventure alone, go with a friend or group.
pro_tips_5	Randonauting is best done as a daytime activity.
pro_tips_6	Always Randonaut with a charged phone.
pro_tips_7	Use situational awareness.
pro_tips_8	Be respectful of property owners. Never trespass.
pro_tips_9	Obey all quarantine, curfew and social distancing regulations in your area.
pro_tips_10	Do not go into dangerous areas.
